gouvernorat,delegation,superficie,nb_pieces,chambres,salle_de_bains,etat,etage,prix
la-manouba,La Manouba,100,4.0,3,1,1-5 ans,4,219000.0
la-manouba,La Manouba,108,1.0,3,1,Bon état,4,160000.0
la-manouba,La Manouba,94,3.0,1,1,Bon état,2,140000.0
la-manouba,La Manouba,170,2.0,3,2,Moins d'un an,6,330000.0
la-manouba,La Manouba,64,2.0,2,1,nan,2,140000.0
la-manouba,La Manouba,79,2.0,2,1,nan,2,150000.0
la-manouba,La Manouba,100,3.0,2,1,Moins d'un an,5,260000.0
la-manouba,La Manouba,186,3.0,2,1,Moins d'un an,2,375000.0
la-manouba,La Manouba,167,4.0,3,2,Moins d'un an,2,451200.0
la-manouba,La Manouba,141,4.0,3,2,Moins d'un an,6,360000.0
la-manouba,La Manouba,99,3.0,2,1,Moins d'un an,6,260000.0
la-manouba,La Manouba,100,1.0,2,1,5-10 ans,2,240000.0
la-manouba,La Manouba,186,3.0,2,1,Moins d'un an,2,375000.0
la-manouba,La Manouba,78,2.0,2,1,nan,2,165000.0
la-manouba,La Manouba,88,2.0,2,1,nan,2,185000.0
la-manouba,La Manouba,105,2.0,2,1,nan,2,145000.0
la-manouba,La Manouba,98,2.0,2,1,nan,2,205000.0
la-manouba,La Manouba,71,2.0,1,1,Bon état,2,160000.0
la-manouba,La Manouba,300,20.0,15,7,10-20 ans,3,380000.0
la-manouba,La Manouba,160,4.0,3,2,Nouveau,2,360000.0
la-manouba,La Manouba,56,2.0,1,1,Bon état,2,100000.0
la-manouba,La Manouba,101,7.0,3,1,Bon état,2,220000.0
la-manouba,La Manouba,95,4.0,3,1,Bon état,2,135000.0
la-manouba,La Manouba,82,1.0,2,1,10-20 ans,3,145000.0
la-manouba,La Manouba,85,2.0,2,1,nan,2,160000.0
la-manouba,La Manouba,150,1.0,3,1,Moins d'un an,4,340000.0
la-manouba,La Manouba,127,3.0,3,1,Bon état,2,230000.0
la-manouba,La Manouba,70,2.0,1,1,Nouveau,2,140000.0
la-manouba,La Manouba,87,2.0,2,1,nan,2,160000.0
la-manouba,La Manouba,148,4.0,3,1,Bon état,2,245000.0
la-manouba,La Manouba,141,3.0,2,1,nan,2,282000.0
la-manouba,La Manouba,87,2.0,2,1,nan,2,160000.0
la-manouba,La Manouba,100,2.0,2,1,nan,2,260000.0
la-manouba,La Manouba,120,2.0,2,1,nan,2,280000.0
la-manouba,La Manouba,100,1.0,2,1,Moins d'un an,2,260000.0
la-manouba,La Manouba,45,2.0,1,1,10-20 ans,2,150000.0
la-manouba,La Manouba,74,2.0,1,1,10-20 ans,1,125000.0
la-manouba,La Manouba,87,3.0,2,1,Bon état,2,180000.0
la-manouba,La Manouba,140,4.0,3,1,Moins d'un an,1,380000.0
la-manouba,La Manouba,300,12.0,8,4,Bon état,2,950000.0
la-manouba,La Manouba,58,2.0,1,1,Nouveau,2,175000.0
la-manouba,La Manouba,90,1.0,2,1,5-10 ans,2,210000.0
